
Type,Seq,Time,Elapsed,Duration,Request,Request Details,Raw Data,I/O,C:I:E,Device Object,Device Name,Driver Name,IRP,Status
PnP,0152,16:41:11.661,4.793867 s,,Query ID,Hardware IDs,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800B948B40h,
PnP,0153,16:41:11.661,4.793869 s,,Query ID,Hardware IDs,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800B948B40h,
PnP,0154-0153,16:41:11.661,4.793871 s,2 us,Query ID,Hardware IDs,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800B948B40h,Success
PnP,0155-0152,16:41:11.661,4.793873 s,6 us,Query ID,Hardware IDs,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800B948B40h,Success
PnP,0156-0151,16:41:11.661,4.793876 s,11 us,Query ID,Hardware IDs,,,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA800B948B40h,Success
PnP,0157,16:41:11.662,4.794061 s,,Query ID,Device ID,,,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA800B15EB40h,
PnP,0158,16:41:11.662,4.794064 s,,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800B15EB40h,
PnP,0159,16:41:11.662,4.794066 s,,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800B15EB40h,
PnP,0160-0159,16:41:11.662,4.794068 s,2 us,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800B15EB40h,Success
PnP,0161-0158,16:41:11.662,4.794069 s,6 us,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800B15EB40h,Success
PnP,0162-0157,16:41:11.662,4.794073 s,12 us,Query ID,Device ID,,,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA800B15EB40h,Success
PnP,0163,16:41:11.662,4.794090 s,,Query ID,Device ID,,,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80099F9010h,
PnP,0164,16:41:11.662,4.794091 s,,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA80099F9010h,
PnP,0165,16:41:11.662,4.794093 s,,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099F9010h,
PnP,0166-0165,16:41:11.662,4.794095 s,2 us,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099F9010h,Success
PnP,0167-0164,16:41:11.662,4.794096 s,5 us,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA80099F9010h,Success
PnP,0168-0163,16:41:11.662,4.794099 s,9 us,Query ID,Device ID,,,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80099F9010h,Success
PnP,0169,16:41:11.662,4.794138 s,,Start Device,,,,,FFFFFA800AB86B30h,_HID00000007,HidUsb,FFFFFA800ABAFB80h,
PnP,0170,16:41:11.662,4.794145 s,,Start Device,,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800ABAFB80h,
PnP,0171-0170,16:41:11.662,4.794160 s,15 us,Start Device,,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800ABAFB80h,Success
URB,0172,16:41:11.662,4.794172 s,,Get Descriptor from Device,Dvc,,in,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800ABA3C10h,
URB,0173-0172,16:41:11.662,4.794177 s,6 us,Get Descriptor from Device,Dvc,12 01 10 01 00 00 00 40...,in,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800ABA3C10h,Success (Success),12 01 10 01 00 00 00 40 38 10 84 13 04 01 01 02 00 01
URB,0174,16:41:11.662,4.794186 s,,Get Descriptor from Device,Cfg ind:0,,in,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800AD8B010h,
URB,0175-0174,16:41:11.662,4.794190 s,5 us,Get Descriptor from Device,Cfg ind:0,09 02 22 00 01 01 00 A0...,in,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800AD8B010h,Success (Success),09 02 22 00 01 01 00 A0 64
URB,0176,16:41:11.662,4.794197 s,,Get Descriptor from Device,Cfg ind:0,,in,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA80099FB830h,
URB,0177-0176,16:41:11.662,4.794200 s,3 us,Get Descriptor from Device,Cfg ind:0,09 02 22 00 01 01 00 A0...,in,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA80099FB830h,Success (Success),09 02 22 00 01 01 00 A0 64 09 04 01 00 01 03 01 02 00 09 21 11 01 00 01 22 4A 00 07 05 82 03 08 00 01
URB,0178,16:41:11.662,4.794207 s,,Select Configuration,1,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800ABCDC10h,
URB,0179-0178,16:41:11.662,4.794212 s,5 us,Select Configuration,1,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800ABCDC10h,Success (Success)
URB,0180,16:41:11.662,4.794219 s,,Class Interface,Set Idle,,out,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA80099365D0h,
URB,0181,16:41:11.662,4.794221 s,,Class Interface,Set Idle,,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099365D0h,
URB,0182-0181,16:41:11.662,4.794388 s,167 us,Control Transfer,Set Idle,,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099365D0h,Success (Success)
URB,0183-0180,16:41:11.662,4.794391 s,172 us,Control Transfer,Set Idle,,out,--:--:00,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA80099365D0h,Success (Success)
URB,0184,16:41:11.662,4.794408 s,,Get Descriptor from Interface,Report,,in,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA80097F7260h,
URB,0185,16:41:11.662,4.794413 s,,Get Descriptor from Interface,Report,,in,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80097F7260h,
URB,0186-0185,16:41:11.662,4.794891 s,478 us,Control Transfer,Get Descriptor (Report),05 01 09 02 A1 01 09 01...,in,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80097F7260h,Success (Success),05 01 09 02 A1 01 09 01 A1 00 05 09 19 01 29 08 15 00 25 01 95 08 75 01 81 02 05 01 09 30 09 31 16 01 80 26 FF 7F 75 10 95 02 81 06 09 38 15 81 25 7F 75 08 95 01 81 06 06 C1 FF 15 00 26 FF 00 75 08 09 F0 95 02 81 02 C0 C0
URB,0187-0184,16:41:11.662,4.794902 s,493 us,Control Transfer,Get Descriptor (Report),05 01 09 02 A1 01 09 01...,in,--:--:00,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA80097F7260h,Success (Success),05 01 09 02 A1 01 09 01 A1 00 05 09 19 01 29 08 15 00 25 01 95 08 75 01 81 02 05 01 09 30 09 31 16 01 80 26 FF 7F 75 10 95 02 81 06 09 38 15 81 25 7F 75 08 95 01 81 06 06 C1 FF 15 00 26 FF 00 75 08 09 F0 95 02 81 02 C0 C0
PnP,0188-0169,16:41:11.662,4.794925 s,787 us,Start Device,,,,,FFFFFA800AB86B30h,_HID00000007,HidUsb,FFFFFA800ABAFB80h,Success
PnP,0189,16:41:11.662,4.794937 s,,Query Capabilities,,,,,FFFFFA800AB86B30h,_HID00000007,HidUsb,FFFFFA800ABCEB80h,
PnP,0190,16:41:11.662,4.794940 s,,Query Capabilities,,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800ABCEB80h,
PnP,0191-0190,16:41:11.662,4.794942 s,2 us,Query Capabilities,,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800ABCEB80h,Success
PnP,0192-0189,16:41:11.662,4.794944 s,7 us,Query Capabilities,,,,,FFFFFA800AB86B30h,_HID00000007,HidUsb,FFFFFA800ABCEB80h,Success
PnP,0193,16:41:11.663,4.794968 s,,Query Pnp Device State,,,,,FFFFFA800AB86B30h,_HID00000007,HidUsb,FFFFFA800ABB6B80h,
PnP,0194,16:41:11.663,4.794970 s,,Query Pnp Device State,,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800ABB6B80h,
PnP,0195-0194,16:41:11.663,4.794972 s,2 us,Query Pnp Device State,,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800ABB6B80h,Success
PnP,0196-0193,16:41:11.663,4.794974 s,5 us,Query Pnp Device State,,,,,FFFFFA800AB86B30h,_HID00000007,HidUsb,FFFFFA800ABB6B80h,Success
PnP,0197,16:41:11.663,4.794981 s,,Query Device Relations,Bus Relations,,,,FFFFFA800AB86B30h,_HID00000007,HidUsb,FFFFFA800ABA9B80h,
PnP,0198,16:41:11.663,4.795007 s,,Query Device Relations,Bus Relations,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800ABA9B80h,
PnP,0199-0198,16:41:11.663,4.795009 s,2 us,Query Device Relations,Bus Relations,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800ABA9B80h,Success
PnP,0200-0197,16:41:11.663,4.795013 s,32 us,Query Device Relations,Bus Relations,,,,FFFFFA800AB86B30h,_HID00000007,HidUsb,FFFFFA800ABA9B80h,Success
PnP,0201,16:41:11.663,4.795031 s,,Query ID,Device ID,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800AB91010h,
PnP,0202,16:41:11.663,4.795033 s,,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800AB91010h,
PnP,0203,16:41:11.663,4.795036 s,,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB91010h,
PnP,0204-0203,16:41:11.663,4.795038 s,3 us,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB91010h,Success
PnP,0205-0202,16:41:11.663,4.795040 s,7 us,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800AB91010h,Success
PnP,0206-0201,16:41:11.663,4.795044 s,13 us,Query ID,Device ID,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800AB91010h,Success
PnP,0207,16:41:11.663,4.795109 s,,Query ID,Hardware IDs,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800B15EB40h,
PnP,0208,16:41:11.663,4.795111 s,,Query ID,Hardware IDs,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800B15EB40h,
PnP,0209,16:41:11.663,4.795113 s,,Query ID,Hardware IDs,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800B15EB40h,
PnP,0210-0209,16:41:11.663,4.795115 s,2 us,Query ID,Hardware IDs,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800B15EB40h,Success
PnP,0211-0208,16:41:11.663,4.795117 s,6 us,Query ID,Hardware IDs,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800B15EB40h,Success
PnP,0212-0207,16:41:11.663,4.795120 s,11 us,Query ID,Hardware IDs,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800B15EB40h,Success
PnP,0213,16:41:11.665,4.797795 s,,Query ID,Device ID,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800AB01350h,
PnP,0214,16:41:11.665,4.797800 s,,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800AB01350h,
PnP,0215,16:41:11.665,4.797804 s,,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB01350h,
PnP,0216-0215,16:41:11.665,4.797808 s,4 us,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB01350h,Success
PnP,0217-0214,16:41:11.665,4.797810 s,10 us,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800AB01350h,Success
PnP,0218-0213,16:41:11.665,4.797815 s,20 us,Query ID,Device ID,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800AB01350h,Success
PnP,0219,16:41:11.665,4.797853 s,,Query ID,Device ID,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800AB02350h,
PnP,0220,16:41:11.665,4.797855 s,,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800AB02350h,
PnP,0221,16:41:11.665,4.797857 s,,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB02350h,
PnP,0222-0221,16:41:11.665,4.797859 s,2 us,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB02350h,Success
PnP,0223-0220,16:41:11.665,4.797861 s,5 us,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800AB02350h,Success
PnP,0224-0219,16:41:11.665,4.797864 s,12 us,Query ID,Device ID,,,,FFFFFA800AB74A00h,00000082,usbccgp,FFFFFA800AB02350h,Success
PnP,0225,16:41:11.665,4.797909 s,,Start Device,,,,,FFFFFA800B945B30h,_HID00000008,HidUsb,FFFFFA800AB071C0h,
PnP,0226,16:41:11.665,4.797917 s,,Start Device,,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800AB071C0h,
PnP,0227-0226,16:41:11.665,4.797933 s,17 us,Start Device,,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800AB071C0h,Success
URB,0228,16:41:11.665,4.797947 s,,Get Descriptor from Device,Dvc,,in,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800AB05430h,
URB,0229-0228,16:41:11.665,4.797954 s,6 us,Get Descriptor from Device,Dvc,12 01 10 01 00 00 00 40...,in,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800AB05430h,Success (Success),12 01 10 01 00 00 00 40 38 10 84 13 04 01 01 02 00 01
URB,0230,16:41:11.665,4.797963 s,,Get Descriptor from Device,Cfg ind:0,,in,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800ABBEA00h,
URB,0231-0230,16:41:11.666,4.797968 s,5 us,Get Descriptor from Device,Cfg ind:0,09 02 22 00 01 01 00 A0...,in,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800ABBEA00h,Success (Success),09 02 22 00 01 01 00 A0 64
URB,0232,16:41:11.666,4.797975 s,,Get Descriptor from Device,Cfg ind:0,,in,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800AB8DC10h,
URB,0233-0232,16:41:11.666,4.797978 s,3 us,Get Descriptor from Device,Cfg ind:0,09 02 22 00 01 01 00 A0...,in,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800AB8DC10h,Success (Success),09 02 22 00 01 01 00 A0 64 09 04 02 00 01 03 01 01 00 09 21 11 01 00 01 22 2F 00 07 05 83 03 08 00 01
URB,0234,16:41:11.666,4.797989 s,,Select Configuration,1,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800AB76C10h,
URB,0235-0234,16:41:11.666,4.797994 s,5 us,Select Configuration,1,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800AB76C10h,Success (Success)
URB,0236,16:41:11.666,4.798000 s,,Class Interface,Set Idle,,out,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800AB05430h,
URB,0237,16:41:11.666,4.798003 s,,Class Interface,Set Idle,,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB05430h,
URB,0238-0237,16:41:11.666,4.798143 s,139 us,Control Transfer,Set Idle,,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB05430h,Success (Success)
URB,0239-0236,16:41:11.666,4.798145 s,145 us,Control Transfer,Set Idle,,out,--:--:00,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800AB05430h,Success (Success)
URB,0240,16:41:11.666,4.798171 s,,Get Descriptor from Interface,Report,,in,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800AB2D420h,
URB,0241,16:41:11.666,4.798175 s,,Get Descriptor from Interface,Report,,in,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB2D420h,
URB,0242-0241,16:41:11.666,4.798522 s,347 us,Control Transfer,Get Descriptor (Report),05 01 09 06 A1 01 05 07...,in,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB2D420h,Success (Success),05 01 09 06 A1 01 05 07 19 E0 29 E7 15 00 25 01 75 01 95 08 81 02 75 08 95 01 81 01 05 07 19 00 2A FF 00 15 00 26 FF 00 75 08 95 06 81 00 C0
URB,0243-0240,16:41:11.666,4.798534 s,363 us,Control Transfer,Get Descriptor (Report),05 01 09 06 A1 01 05 07...,in,--:--:00,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800AB2D420h,Success (Success),05 01 09 06 A1 01 05 07 19 E0 29 E7 15 00 25 01 75 01 95 08 81 02 75 08 95 01 81 01 05 07 19 00 2A FF 00 15 00 26 FF 00 75 08 95 06 81 00 C0
PnP,0244-0225,16:41:11.666,4.798558 s,650 us,Start Device,,,,,FFFFFA800B945B30h,_HID00000008,HidUsb,FFFFFA800AB071C0h,Success
PnP,0245,16:41:11.666,4.798571 s,,Query Capabilities,,,,,FFFFFA800B945B30h,_HID00000008,HidUsb,FFFFFA800ABA9B80h,
PnP,0246,16:41:11.666,4.798575 s,,Query Capabilities,,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800ABA9B80h,
PnP,0247-0246,16:41:11.666,4.798577 s,3 us,Query Capabilities,,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800ABA9B80h,Success
PnP,0248-0245,16:41:11.666,4.798579 s,8 us,Query Capabilities,,,,,FFFFFA800B945B30h,_HID00000008,HidUsb,FFFFFA800ABA9B80h,Success
PnP,0249,16:41:11.666,4.798612 s,,Query Pnp Device State,,,,,FFFFFA800B945B30h,_HID00000008,HidUsb,FFFFFA800AE74AC0h,
PnP,0250,16:41:11.666,4.798615 s,,Query Pnp Device State,,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800AE74AC0h,
PnP,0251-0250,16:41:11.666,4.798617 s,2 us,Query Pnp Device State,,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800AE74AC0h,Success
PnP,0252-0249,16:41:11.666,4.798619 s,6 us,Query Pnp Device State,,,,,FFFFFA800B945B30h,_HID00000008,HidUsb,FFFFFA800AE74AC0h,Success
PnP,0253,16:41:11.666,4.798627 s,,Query Device Relations,Bus Relations,,,,FFFFFA800B945B30h,_HID00000008,HidUsb,FFFFFA800AB84B80h,
PnP,0254,16:41:11.666,4.798656 s,,Query Device Relations,Bus Relations,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800AB84B80h,
PnP,0255-0254,16:41:11.666,4.798659 s,2 us,Query Device Relations,Bus Relations,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800AB84B80h,Success
PnP,0256-0253,16:41:11.666,4.798662 s,35 us,Query Device Relations,Bus Relations,,,,FFFFFA800B945B30h,_HID00000008,HidUsb,FFFFFA800AB84B80h,Success
PnP,0257,16:41:11.666,4.798682 s,,Query ID,Device ID,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800ABBE930h,
PnP,0258,16:41:11.666,4.798684 s,,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800ABBE930h,
PnP,0259,16:41:11.666,4.798686 s,,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800ABBE930h,
PnP,0260-0259,16:41:11.666,4.798689 s,3 us,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800ABBE930h,Success
PnP,0261-0258,16:41:11.666,4.798691 s,7 us,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800ABBE930h,Success
PnP,0262-0257,16:41:11.666,4.798695 s,13 us,Query ID,Device ID,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800ABBE930h,Success
PnP,0263,16:41:11.666,4.798760 s,,Query ID,Hardware IDs,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800ABBAB40h,
PnP,0264,16:41:11.666,4.798762 s,,Query ID,Hardware IDs,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800ABBAB40h,
PnP,0265,16:41:11.666,4.798764 s,,Query ID,Hardware IDs,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800ABBAB40h,
PnP,0266-0265,16:41:11.666,4.798766 s,2 us,Query ID,Hardware IDs,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800ABBAB40h,Success
PnP,0267-0264,16:41:11.666,4.798769 s,7 us,Query ID,Hardware IDs,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA800ABBAB40h,Success
PnP,0268-0263,16:41:11.666,4.798771 s,12 us,Query ID,Hardware IDs,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA800ABBAB40h,Success
PnP,0269,16:41:11.667,4.799305 s,,Query ID,Device ID,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA80099FA010h,
PnP,0270,16:41:11.667,4.799309 s,,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA80099FA010h,
PnP,0271,16:41:11.667,4.799312 s,,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099FA010h,
PnP,0272-0271,16:41:11.667,4.799314 s,3 us,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099FA010h,Success
PnP,0273-0270,16:41:11.667,4.799316 s,7 us,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA80099FA010h,Success
PnP,0274-0269,16:41:11.667,4.799321 s,15 us,Query ID,Device ID,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA80099FA010h,Success
PnP,0275,16:41:11.667,4.799353 s,,Query ID,Device ID,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA80099A2B40h,
PnP,0276,16:41:11.667,4.799355 s,,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA80099A2B40h,
PnP,0277,16:41:11.667,4.799357 s,,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099A2B40h,
PnP,0278-0277,16:41:11.667,4.799359 s,2 us,Query ID,Device ID,,,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099A2B40h,Success
PnP,0279-0276,16:41:11.667,4.799360 s,6 us,Query ID,Device ID,,,,FFFFFA800AB6BA00h,00000080,usbccgp,FFFFFA80099A2B40h,Success
PnP,0280-0275,16:41:11.667,4.799363 s,11 us,Query ID,Device ID,,,,FFFFFA800AB75A00h,00000083,usbccgp,FFFFFA80099A2B40h,Success
PnP,0281,16:41:11.667,4.799405 s,,Start Device,,,,,FFFFFA80097F9060h,_HID00000009,HidUsb,FFFFFA8009A23B80h,
PnP,0282,16:41:11.667,4.799412 s,,Start Device,,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA8009A23B80h,
PnP,0283-0282,16:41:11.667,4.799428 s,16 us,Start Device,,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA8009A23B80h,Success
URB,0284,16:41:11.667,4.799440 s,,Get Descriptor from Device,Dvc,,in,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA8009A23060h,
URB,0285-0284,16:41:11.667,4.799446 s,6 us,Get Descriptor from Device,Dvc,12 01 10 01 00 00 00 40...,in,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA8009A23060h,Success (Success),12 01 10 01 00 00 00 40 38 10 84 13 04 01 01 02 00 01
URB,0286,16:41:11.667,4.799456 s,,Get Descriptor from Device,Cfg ind:0,,in,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800AB8DC10h,
URB,0287-0286,16:41:11.667,4.799461 s,5 us,Get Descriptor from Device,Cfg ind:0,09 02 22 00 01 01 00 A0...,in,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800AB8DC10h,Success (Success),09 02 22 00 01 01 00 A0 64
URB,0288,16:41:11.667,4.799467 s,,Get Descriptor from Device,Cfg ind:0,,in,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800AB76C10h,
URB,0289-0288,16:41:11.667,4.799470 s,3 us,Get Descriptor from Device,Cfg ind:0,09 02 22 00 01 01 00 A0...,in,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800AB76C10h,Success (Success),09 02 22 00 01 01 00 A0 64 09 04 03 00 01 03 00 01 00 09 21 11 01 00 01 22 19 00 07 05 84 03 04 00 01
URB,0290,16:41:11.667,4.799477 s,,Select Configuration,1,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800AB2E420h,
URB,0291-0290,16:41:11.667,4.799482 s,5 us,Select Configuration,1,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800AB2E420h,Success (Success)
URB,0292,16:41:11.667,4.799489 s,,Class Interface,Set Idle,,out,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800AB29420h,
URB,0293,16:41:11.667,4.799492 s,,Class Interface,Set Idle,,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB29420h,
URB,0294-0293,16:41:11.667,4.799640 s,148 us,Control Transfer,Set Idle,,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AB29420h,Success (Success)
URB,0295-0292,16:41:11.667,4.799643 s,154 us,Control Transfer,Set Idle,,out,--:--:00,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800AB29420h,Success (Success)
URB,0296,16:41:11.667,4.799674 s,,Get Descriptor from Interface,Report,,in,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800ABB2C10h,
URB,0297,16:41:11.667,4.799679 s,,Get Descriptor from Interface,Report,,in,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800ABB2C10h,
URB,0298-0297,16:41:11.667,4.799882 s,203 us,Control Transfer,Get Descriptor (Report),05 0C 09 01 A1 01 05 0C...,in,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800ABB2C10h,Success (Success),05 0C 09 01 A1 01 05 0C 19 00 2A FF 0F 15 00 26 FF 0F 75 10 95 02 81 00 C0
URB,0299-0296,16:41:11.667,4.799892 s,219 us,Control Transfer,Get Descriptor (Report),05 0C 09 01 A1 01 05 0C...,in,--:--:00,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA800ABB2C10h,Success (Success),05 0C 09 01 A1 01 05 0C 19 00 2A FF 0F 15 00 26 FF 0F 75 10 95 02 81 00 C0
PnP,0300-0281,16:41:11.667,4.799916 s,511 us,Start Device,,,,,FFFFFA80097F9060h,_HID00000009,HidUsb,FFFFFA8009A23B80h,Success
PnP,0301,16:41:11.673,4.805317 s,,Query Capabilities,,,,,FFFFFA80097F9060h,_HID00000009,HidUsb,FFFFFA80099FA010h,
PnP,0302,16:41:11.673,4.805323 s,,Query Capabilities,,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA80099FA010h,
PnP,0303-0302,16:41:11.673,4.805326 s,3 us,Query Capabilities,,,,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA80099FA010h,Success
PnP,0304-0301,16:41:11.673,4.805328 s,11 us,Query Capabilities,,,,,FFFFFA80097F9060h,_HID00000009,HidUsb,FFFFFA80099FA010h,Success
