
Type,Seq,Time,Elapsed,Duration,Request,Request Details,Raw Data,I/O,C:I:E,Device Object,Device Name,Driver Name,IRP,Status
PnP,0471,16:41:11.684,4.816633 s,,Query Device Relations,Target Device Relation,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099E0B40h,
PnP,0472-0471,16:41:11.684,4.816635 s,2 us,Query Device Relations,Target Device Relation,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099E0B40h,Success
Create,0473,16:41:11.756,4.888189 s,,Create,System,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA800AD45590h,
Create,0474-0473,16:41:11.756,4.888197 s,8 us,Create,System,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA800AD45590h,Success
Cleanup,0475,16:41:11.756,4.888201 s,,Cleanup,System,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099DCB40h,
Cleanup,0476-0475,16:41:11.756,4.888202 s,< 1 us,Cleanup,System,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099DCB40h,Invalid Device Request
PnP,0477,16:41:11.756,4.888207 s,,Query Device Relations,Target Device Relation,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099ECB40h,
PnP,0478-0477,16:41:11.756,4.888209 s,2 us,Query Device Relations,Target Device Relation,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099ECB40h,Success
Close,0479,16:41:11.756,4.888214 s,,Close,,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099ED010h,
Close,0480-0479,16:41:11.756,4.888217 s,2 us,Close,,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099ED010h,Success
Create,0481,16:41:11.756,4.888269 s,,Create,csrss.exe,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099ED9D0h,
Create,0482-0481,16:41:11.756,4.888273 s,4 us,Create,csrss.exe,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099ED9D0h,Success
PnP,0483,16:41:11.756,4.888282 s,,Query Interface,HID Parse,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099EE670h,
PnP,0484-0483,16:41:11.756,4.888283 s,1 us,Query Interface,HID Parse,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099EE670h,Success
Cleanup,0485,16:41:11.756,4.888287 s,,Cleanup,System,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099EFB40h,
Cleanup,0486-0485,16:41:11.756,4.888288 s,< 1 us,Cleanup,System,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099EFB40h,Invalid Device Request
Close,0487,16:41:11.756,4.888292 s,,Close,,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099E0B40h,
Close,0488-0487,16:41:11.756,4.888294 s,2 us,Close,,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099E0B40h,Success
Create,0489,16:41:11.756,4.888305 s,,Create,csrss.exe,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA800AD45590h,
Create,0490-0489,16:41:11.756,4.888309 s,3 us,Create,csrss.exe,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA800AD45590h,Success
PnP,0491,16:41:11.756,4.888311 s,,Query Device Relations,Target Device Relation,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099DCB40h,
PnP,0492-0491,16:41:11.756,4.888313 s,1 us,Query Device Relations,Target Device Relation,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099DCB40h,Success
Create,0493,16:41:11.757,4.889280 s,,Create,SteelSeriesEngine3.exe,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099EE010h,
Create,0494-0493,16:41:11.757,4.889286 s,6 us,Create,SteelSeriesEngine3.exe,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099EE010h,Success
URB,0495,16:41:11.757,4.889309 s,,Get Descriptor from Device,Str ind:2,,in,,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA80099EE740h,
URB,0496,16:41:11.757,4.889314 s,,Get Descriptor from Device,Str ind:2,,in,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099EE740h,
URB,0497-0496,16:41:11.757,4.889631 s,317 us,Control Transfer,Get Descriptor (Str ind:2),26 03 52 00 69 00 76 00...,in,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099EE740h,Success (Success),26 03 52 00 69 00 76 00 61 00 6C 00 20 00 47 00 61 00 6D 00 69 00 6E 00 67 00 20 00 4D 00 6F 00 75 00 73 00 65 00
URB,0498-0495,16:41:11.757,4.889635 s,326 us,Control Transfer,Get Descriptor (Str ind:2),26 03 52 00 69 00 76 00...,in,--:--:00,FFFFFA800ABA5A00h,00000084,usbccgp,FFFFFA80099EE740h,Success (Success),26 03 52 00 69 00 76 00 61 00 6C 00 20 00 47 00 61 00 6D 00 69 00 6E 00 67 00 20 00 4D 00 6F 00 75 00 73 00 65 00
Cleanup,0499,16:41:11.757,4.889656 s,,Cleanup,SteelSeriesEngine3.exe,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099F0630h,
Cleanup,0500-0499,16:41:11.757,4.889659 s,3 us,Cleanup,SteelSeriesEngine3.exe,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099F0630h,Invalid Device Request
Close,0501,16:41:11.757,4.889661 s,,Close,,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099F1B40h,
Close,0502-0501,16:41:11.757,4.889663 s,2 us,Close,,,,,FFFFFA800AB3E340h,00000088,HidUsb,FFFFFA80099F1B40h,Success
Create,0503,16:41:11.758,4.890083 s,,Create,svchost.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099F2010h,
Create,0504-0503,16:41:11.758,4.890089 s,5 us,Create,svchost.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099F2010h,Success
Cleanup,0505,16:41:11.758,4.890103 s,,Cleanup,svchost.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099F3B40h,
Cleanup,0506-0505,16:41:11.758,4.890105 s,2 us,Cleanup,svchost.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099F3B40h,Invalid Device Request
Close,0507,16:41:11.758,4.890107 s,,Close,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099F4010h,
Close,0508-0507,16:41:11.758,4.890108 s,2 us,Close,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099F4010h,Success
Create,0509,16:41:11.770,4.902090 s,,Create,System,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80099F7640h,
Create,0510-0509,16:41:11.770,4.902096 s,6 us,Create,System,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80099F7640h,Success
PnP,0511,16:41:11.770,4.902121 s,,Query Device Relations,Target Device Relation,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80099F5010h,
PnP,0512-0511,16:41:11.770,4.902123 s,2 us,Query Device Relations,Target Device Relation,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80099F5010h,Success
Close,0513,16:41:11.770,4.902140 s,,Close,,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80099EC010h,
Close,0514-0513,16:41:11.770,4.902142 s,2 us,Close,,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80099EC010h,Success
Create,0515,16:41:11.770,4.902194 s,,Create,csrss.exe,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80099F0A20h,
Create,0516-0515,16:41:11.770,4.902199 s,4 us,Create,csrss.exe,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80099F0A20h,Success
PnP,0517,16:41:11.770,4.902222 s,,Query Interface,HID Parse,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80099F1A20h,
PnP,0518-0517,16:41:11.770,4.902223 s,1 us,Query Interface,HID Parse,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80099F1A20h,Success
Close,0519,16:41:11.770,4.902230 s,,Close,,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80099F7010h,
Close,0520-0519,16:41:11.770,4.902231 s,1 us,Close,,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80099F7010h,Success
Create,0521,16:41:11.770,4.902315 s,,Create,csrss.exe,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80099F7A20h,
Create,0522-0521,16:41:11.770,4.902328 s,13 us,Create,csrss.exe,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80099F7A20h,Success
PnP,0523,16:41:11.770,4.902351 s,,Query Device Relations,Target Device Relation,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80099F4A20h,
PnP,0524-0523,16:41:11.770,4.902352 s,2 us,Query Device Relations,Target Device Relation,,,,FFFFFA800AB83B30h,00000086,HidUsb,FFFFFA80099F4A20h,Success
Create,0525,16:41:11.772,4.903993 s,,Create,svchost.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099EFB40h,
Create,0526-0525,16:41:11.772,4.903999 s,6 us,Create,svchost.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099EFB40h,Success
Cleanup,0527,16:41:11.772,4.904015 s,,Cleanup,svchost.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099EE010h,
Cleanup,0528-0527,16:41:11.772,4.904017 s,2 us,Cleanup,svchost.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099EE010h,Invalid Device Request
Close,0529,16:41:11.772,4.904019 s,,Close,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099EF330h,
Close,0530-0529,16:41:11.772,4.904020 s,2 us,Close,,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099EF330h,Success
Create,0531,16:41:11.784,4.916464 s,,Create,System,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA80099F0A20h,
Create,0532-0531,16:41:11.784,4.916469 s,5 us,Create,System,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA80099F0A20h,Success
PnP,0533,16:41:11.784,4.916489 s,,Query Device Relations,Target Device Relation,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA80099F5A20h,
PnP,0534-0533,16:41:11.784,4.916491 s,2 us,Query Device Relations,Target Device Relation,,,,FFFFFA800AB28100h,00000087,HidUsb,FFFFFA80099F5A20h,Success
Create,0535,16:41:11.883,5.015182 s,,Create,SteelSeriesEngine3.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099EE010h,
Create,0536-0535,16:41:11.883,5.015197 s,15 us,Create,SteelSeriesEngine3.exe,,,,FFFFFA800AB7BB30h,00000085,HidUsb,FFFFFA80099EE010h,Success
URB,0537,16:41:11.883,5.015218 s,,Class Interface,Set Report (Output len:32),16 00 00 00 00 00 00 00...,out,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80099F3B40h,,16 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0538,16:41:11.883,5.015224 s,,Class Interface,Set Report (Output len:32),16 00 00 00 00 00 00 00...,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099F3B40h,,16 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0539-0538,16:41:11.883,5.015543 s,319 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099F3B40h,Success (Success)
URB,0540-0537,16:41:11.883,5.015546 s,328 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80099F3B40h,Success (Success)
URB,0541-0339,16:41:11.884,5.016670 s,210.681 ms,Bulk or Interrupt Transfer,Input Report len:32,01 00 00 00 00 00 00 00...,in,01:00:81,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80097FBBD0h,Success (Success),01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0542-0338,16:41:11.884,5.016673 s,210.688 ms,Bulk or Interrupt Transfer,Input Report len:32,01 00 00 00 00 00 00 00...,in,01:00:81,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80097FBBD0h,Success (Success),01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0543,16:41:11.884,5.016688 s,,Bulk or Interrupt Transfer,32 bytes buffer,,in,01:00:81,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80097FBBD0h,
URB,0544,16:41:11.884,5.016692 s,,Bulk or Interrupt Transfer,32 bytes buffer,,in,01:00:81,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80097FBBD0h,
URB,0545,16:41:11.886,5.018047 s,,Class Interface,Set Report (Output len:32),10 00 00 00 00 00 00 00...,out,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80099EEB40h,,10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0546,16:41:11.886,5.018053 s,,Class Interface,Set Report (Output len:32),10 00 00 00 00 00 00 00...,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099EEB40h,,10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0547-0546,16:41:11.886,5.018281 s,228 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099EEB40h,Success (Success)
URB,0548-0545,16:41:11.886,5.018283 s,236 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80099EEB40h,Success (Success)
URB,0549-0341,16:41:11.887,5.019667 s,213.634 ms,Bulk or Interrupt Transfer,Input Report len:32,04 01 00 00 00 00 00 00...,in,01:00:81,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80097F8670h,Success (Success),04 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0550-0340,16:41:11.887,5.019669 s,213.639 ms,Bulk or Interrupt Transfer,Input Report len:32,04 01 00 00 00 00 00 00...,in,01:00:81,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80097F8670h,Success (Success),04 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0551,16:41:11.887,5.019679 s,,Bulk or Interrupt Transfer,32 bytes buffer,,in,01:00:81,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80097F8670h,
URB,0552,16:41:11.887,5.019683 s,,Bulk or Interrupt Transfer,32 bytes buffer,,in,01:00:81,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80097F8670h,
URB,0553,16:41:11.889,5.021047 s,,Class Interface,Set Report (Output len:32),1B 00 00 00 00 00 00 00...,out,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA8009A5FB40h,,1B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0554,16:41:11.889,5.021051 s,,Class Interface,Set Report (Output len:32),1B 00 00 00 00 00 00 00...,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA8009A5FB40h,,1B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0555-0554,16:41:11.889,5.021262 s,211 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA8009A5FB40h,Success (Success)
URB,0556-0553,16:41:11.889,5.021265 s,217 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA8009A5FB40h,Success (Success)
URB,0557-0544,16:41:11.890,5.022630 s,5.938 ms,Bulk or Interrupt Transfer,Input Report len:32,00 00 00 00 00 00 00 00...,in,01:00:81,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80097FBBD0h,Success (Success),00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0558-0543,16:41:11.890,5.022634 s,5.946 ms,Bulk or Interrupt Transfer,Input Report len:32,00 00 00 00 00 00 00 00...,in,01:00:81,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80097FBBD0h,Success (Success),00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0559,16:41:11.890,5.022646 s,,Bulk or Interrupt Transfer,32 bytes buffer,,in,01:00:81,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80097FBBD0h,
URB,0560,16:41:11.890,5.022650 s,,Bulk or Interrupt Transfer,32 bytes buffer,,in,01:00:81,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80097FBBD0h,
URB,0561,16:41:11.892,5.024045 s,,Class Interface,Set Report (Output len:32),10 00 00 00 00 00 00 00...,out,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA8009A62010h,,10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0562,16:41:11.892,5.024049 s,,Class Interface,Set Report (Output len:32),10 00 00 00 00 00 00 00...,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA8009A62010h,,10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0563-0562,16:41:11.892,5.024279 s,230 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA8009A62010h,Success (Success)
URB,0564-0561,16:41:11.892,5.024282 s,237 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA8009A62010h,Success (Success)
URB,0565-0552,16:41:11.893,5.025667 s,5.984 ms,Bulk or Interrupt Transfer,Input Report len:32,04 01 00 00 00 00 00 00...,in,01:00:81,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80097F8670h,Success (Success),04 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0566-0551,16:41:11.893,5.025669 s,5.990 ms,Bulk or Interrupt Transfer,Input Report len:32,04 01 00 00 00 00 00 00...,in,01:00:81,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80097F8670h,Success (Success),04 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0567,16:41:11.893,5.025678 s,,Bulk or Interrupt Transfer,32 bytes buffer,,in,01:00:81,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80097F8670h,
URB,0568,16:41:11.893,5.025682 s,,Bulk or Interrupt Transfer,32 bytes buffer,,in,01:00:81,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80097F8670h,
URB,0569,16:41:11.895,5.027026 s,,Class Interface,Set Report (Output len:32),1B 00 00 00 00 00 00 00...,out,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80099F3B40h,,1B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0570,16:41:11.895,5.027030 s,,Class Interface,Set Report (Output len:32),1B 00 00 00 00 00 00 00...,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099F3B40h,,1B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0571-0570,16:41:11.895,5.027261 s,230 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099F3B40h,Success (Success)
URB,0572-0569,16:41:11.895,5.027263 s,236 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80099F3B40h,Success (Success)
URB,0573-0560,16:41:11.896,5.028669 s,6.018 ms,Bulk or Interrupt Transfer,Input Report len:32,00 00 00 00 00 00 00 00...,in,01:00:81,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80097FBBD0h,Success (Success),00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0574-0559,16:41:11.896,5.028671 s,6.024 ms,Bulk or Interrupt Transfer,Input Report len:32,00 00 00 00 00 00 00 00...,in,01:00:81,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80097FBBD0h,Success (Success),00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0575,16:41:11.896,5.028681 s,,Bulk or Interrupt Transfer,32 bytes buffer,,in,01:00:81,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80097FBBD0h,
URB,0576,16:41:11.896,5.028685 s,,Bulk or Interrupt Transfer,32 bytes buffer,,in,01:00:81,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80097FBBD0h,
URB,0577,16:41:11.899,5.031053 s,,Class Interface,Set Report (Output len:32),10 00 00 00 00 00 00 00...,out,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80099F5B40h,,10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0578,16:41:11.899,5.031058 s,,Class Interface,Set Report (Output len:32),10 00 00 00 00 00 00 00...,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099F5B40h,,10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0579-0578,16:41:11.899,5.031277 s,219 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80099F5B40h,Success (Success)
URB,0580-0577,16:41:11.899,5.031279 s,226 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80099F5B40h,Success (Success)
URB,0581-0568,16:41:11.900,5.032667 s,6.985 ms,Bulk or Interrupt Transfer,Input Report len:32,04 01 00 00 00 00 00 00...,in,01:00:81,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80097F8670h,Success (Success),04 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0582-0567,16:41:11.900,5.032669 s,6.991 ms,Bulk or Interrupt Transfer,Input Report len:32,04 01 00 00 00 00 00 00...,in,01:00:81,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80097F8670h,Success (Success),04 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0583,16:41:11.900,5.032679 s,,Bulk or Interrupt Transfer,32 bytes buffer,,in,01:00:81,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80097F8670h,
URB,0584,16:41:11.900,5.032682 s,,Bulk or Interrupt Transfer,32 bytes buffer,,in,01:00:81,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA80097F8670h,
URB,0585,16:41:11.913,5.045081 s,,Class Interface,Set Report (Output len:32),08 02 00 59 FF 00 00 00...,out,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA8009A64B40h,,08 02 00 59 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0586,16:41:11.913,5.045085 s,,Class Interface,Set Report (Output len:32),08 02 00 59 FF 00 00 00...,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA8009A64B40h,,08 02 00 59 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0587-0586,16:41:11.913,5.045277 s,192 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA8009A64B40h,Success (Success)
URB,0588-0585,16:41:11.913,5.045280 s,199 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA8009A64B40h,Success (Success)
URB,0589,16:41:11.915,5.047042 s,,Class Interface,Set Report (Output len:32),31 00 01 00 00 00 00 02...,out,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA8009A656A0h,,31 00 01 00 00 00 00 02 00 00 00 00 03 00 00 00 00 04 00 00 00 00 05 00 00 00 00 30 00 00 00 00
URB,0590,16:41:11.915,5.047047 s,,Class Interface,Set Report (Output len:32),31 00 01 00 00 00 00 02...,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA8009A656A0h,,31 00 01 00 00 00 00 02 00 00 00 00 03 00 00 00 00 04 00 00 00 00 05 00 00 00 00 30 00 00 00 00
URB,0591-0590,16:41:11.915,5.047278 s,231 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA8009A656A0h,Success (Success)
URB,0592-0589,16:41:11.915,5.047280 s,238 us,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA8009A656A0h,Success (Success)
URB,0593,16:41:11.917,5.049042 s,,Class Interface,Set Report (Output len:32),04 00 01 00 00 00 00 00...,out,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA800AD45590h,,04 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0594,16:41:11.917,5.049046 s,,Class Interface,Set Report (Output len:32),04 00 01 00 00 00 00 00...,out,,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AD45590h,,04 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
URB,0595-0594,16:41:11.965,5.097910 s,48.865 ms,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA8009939060h,USBPDO-6,usbhub,FFFFFA800AD45590h,Success (Success)
URB,0596-0593,16:41:11.965,5.097914 s,48.872 ms,Control Transfer,Set Report (Output len:32),,out,--:--:00,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA800AD45590h,Success (Success)
URB,0597,16:41:11.968,5.100029 s,,Class Interface,Set Report (Output len:32),07 01 01 00 00 00 00 00...,out,,FFFFFA800AB72A00h,00000081,usbccgp,FFFFFA80099E0B40h,,07 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
